Make,Model,Price,Location,Year,Mileage,Transmission,Color,Previous Ownership,URL
Mercedes-Benz,C63,"KSh 8,800,000","Mombasa, Mombasa CBD, 36 min ago",2019,60000 km,Automatic,Gray,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/mercedes-benz-c63-2019-gray-q8qyNy0kxzmimuWKhqqkjtJW.html?page=61&pos=13&cur_pos=13&ads_per_page=20&ads_count=43929&lid=2s79lo_-2byBbhrm&indexPosition=1212
Toyota,Land Cruiser Prado,"KSh 8,800,000","Nairobi, Kilimani, 33 min ago",2020,36000 km,Automatic,,Foreign Used,https://jiji.co.ke/kilimani/cars/toyota-land-cruiser-prado-2-8-2020-white-nOYUMvLI0UIZ0O5FNLPTwFo2.html?page=61&pos=15&cur_pos=15&ads_per_page=20&ads_count=43929&lid=2s79lo_-2byBbhrm&indexPosition=1214
Toyota,Land Cruiser Prado,"KSh 8,799,999","Mombasa, Mombasa CBD, 1 hour ago",2019,,Automatic,,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/toyota-land-cruiser-prado-2-8-2019-brown-8nDAksvfdIPykujXpmBNIJjl.html?page=61&pos=17&cur_pos=17&ads_per_page=20&ads_count=43929&lid=2s79lo_-2byBbhrm&indexPosition=1216
Toyota,Land Cruiser Prado,"KSh 8,799,999","Nairobi, Westlands, 1 hour ago",2018,,Automatic,Matt Black,Foreign Used,https://jiji.co.ke/westlands/cars/toyota-land-cruiser-prado-2018-matt-black-uaRGiZpNn45LBInI3aojSOY1.html?page=61&pos=20&cur_pos=20&ads_per_page=20&ads_count=43929&lid=2s79lo_-2byBbhrm&indexPosition=1219
Toyota,Land Cruiser Prado,"KSh 8,799,999","Nairobi, Westlands, 51 min ago",2017,,Automatic,Off white,Foreign Used,https://jiji.co.ke/westlands/cars/toyota-land-cruiser-prado-2017-off-white-3a6DHnORLsrmfzGnofWj6PJ2.html?page=62&pos=3&cur_pos=3&ads_per_page=20&ads_count=43929&lid=2s79lo_-2byBbhrm&indexPosition=1222
Toyota,Land Cruiser Prado,"KSh 8,799,999","Nairobi, Karen, 9 hours ago",2018,52000 km,Automatic,,Foreign Used,https://jiji.co.ke/karen/cars/toyota-land-cruiser-prado-2-8-2018-blue-spurnMbh1vZRQDnNPaTFBJcz.html?page=62&pos=6&cur_pos=6&ads_per_page=20&ads_count=43929&lid=2s79lo_-2byBbhrm&indexPosition=1225
Ford,Ranger,"KSh 8,799,000","Nairobi, Lavington, 55 min ago",2020,39900 km,Automatic,Black,Foreign Used,https://jiji.co.ke/lavington/cars/ford-ranger-2020-black-dMy9uPsM4OR1UyaMjAGoXue0.html?page=62&pos=10&cur_pos=10&ads_per_page=20&ads_count=43929&lid=2s79lo_-2byBbhrm&indexPosition=1229
Ford,Ranger,"KSh 8,799,000","Nairobi, Lavington, 53 min ago",2019,47344 km,Automatic,Gray,Foreign Used,https://jiji.co.ke/lavington/cars/ford-ranger-2019-gray-jLcgL5gGWtYUoYLlxskH5CZL.html?page=62&pos=12&cur_pos=12&ads_per_page=20&ads_count=43929&lid=2s79lo_-2byBbhrm&indexPosition=1231
Volkswagen,Touareg,"KSh 8,790,000","Nairobi, Lavington, 32 min ago",2018,52000 km,Automatic,Gray,Foreign Used,https://jiji.co.ke/lavington/cars/volkswagen-touareg-2018-gray-B0HuNJNRGsDUuthaoFgbzUIu.html?page=62&pos=15&cur_pos=15&ads_per_page=20&ads_count=43929&lid=2s79lo_-2byBbhrm&indexPosition=1234
Mercedes-Benz,GLE-Class,"KSh 8,750,000","Nairobi, Kilimani, 3 hours ago",2017,63000 km,Automatic,,Foreign Used,https://jiji.co.ke/kilimani/cars/mercedes-benz-gle-class-gle-350d-4matic-2017-pearl-3zyrwdPJCmygoyllf4GuVPcw.html?page=62&pos=18&cur_pos=18&ads_per_page=20&ads_count=43929&lid=2s79lo_-2byBbhrm&indexPosition=1237
Mercedes-Benz,S-Class,"KSh 8,750,000","Mombasa, Mombasa CBD, 1 hour ago",2018,71000 km,Automatic,White,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/mercedes-benz-s-class-2018-white-wX5yUHCAafxP45kfusDVG3bj.html?page=63&pos=2&cur_pos=2&ads_per_page=20&ads_count=43929&lid=2s79lo_-2byBbhrm&indexPosition=1241
Toyota,Land Cruiser Prado,"KSh 8,710,000","Nairobi, Ridgeways, 33 min ago",2018,,Automatic,Silver,Foreign Used,https://jiji.co.ke/ridgeways/cars/toyota-land-cruiser-prado-2018-silver-ubgyygTWqVchFTTN8tiyxeHL.html?page=63&pos=5&cur_pos=5&ads_per_page=20&ads_count=43929&lid=2s79lo_-2byBbhrm&indexPosition=1244
Mercedes-Benz,GLE-Class,"KSh 8,700,000","Nairobi, Ridgeways, 1 hour ago",2017,,Automatic,,Foreign Used,https://jiji.co.ke/ridgeways/cars/mercedes-benz-gle-class-gle-350d-4matic-2017-pearl-1vgEvPXU0U6h2a8WsahcRnn5.html?page=63&pos=7&cur_pos=7&ads_per_page=20&ads_count=43929&lid=2s79lo_-2byBbhrm&indexPosition=1246
Land Rover,Range Rover Vogue,"KSh 8,700,000","Nairobi, Ridgeways, 41 min ago",2016,91243 km,Automatic,Gray,Foreign Used,https://jiji.co.ke/ridgeways/cars/land-rover-range-rover-vogue-2016-gray-tu41qKyojVDQoZHwJ42U8iq8.html?page=63&pos=11&cur_pos=11&ads_per_page=20&ads_count=43929&lid=2s79lo_-2byBbhrm&indexPosition=1250
Mercedes-Benz,GLE-Class,"KSh 8,700,000","Mombasa, Mombasa CBD, 24 min ago",2018,,Automatic,,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/mercedes-benz-gle-class-gle-350d-4matic-2018-blue-bwEC9OC20lwuunmdIl8MnpLO.html?page=63&pos=14&cur_pos=14&ads_per_page=20&ads_count=43929&lid=2s79lo_-2byBbhrm&indexPosition=1253
Toyota,Land Cruiser Prado,"KSh 8,700,000","Nairobi, Parklands/Highridge, 1 hour ago",2018,,Automatic,,Foreign Used,https://jiji.co.ke/parklands-highridge/cars/toyota-land-cruiser-prado-2-8-2018-matt-black-BeTo57IfNEZqF6KsrKsCww4w.html?page=63&pos=17&cur_pos=17&ads_per_page=20&ads_count=43929&lid=2s79lo_-2byBbhrm&indexPosition=1256
Mercedes-Benz,GLE-Class,"KSh 8,700,000","Mombasa, Mombasa CBD, 1 hour ago",2017,77000 km,Automatic,,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/mercedes-benz-gle-class-gle-350d-4matic-2017-black-vcIMhzxBHmhW130BOpDXmnWI.html?page=63&pos=20&cur_pos=20&ads_per_page=20&ads_count=43929&lid=2s79lo_-2byBbhrm&indexPosition=1259
Land Rover,Range Rover Sport,"KSh 8,700,000","Kiambu, Kiambu / Kiambu , 1 hour ago",2016,,Automatic,Black,Local Used,https://jiji.co.ke/kiambu-kiambu/cars/land-rover-range-rover-sport-2016-black-BSlnuQ7svDTIZQZDnD9qvJ4a.html?page=64&pos=3&cur_pos=3&ads_per_page=20&ads_count=43929&lid=2s79lo_-2byBbhrm&indexPosition=1262
Ford,Ranger,"KSh 8,700,000","Nairobi, Kilimani, 1 hour ago",2019,78000 km,Automatic,Gray,Foreign Used,https://jiji.co.ke/kilimani/cars/ford-ranger-2019-gray-BErrHQWs2fWzqYOk1ik4pJuX.html?page=64&pos=6&cur_pos=6&ads_per_page=20&ads_count=43929&lid=2s79lo_-2byBbhrm&indexPosition=1265
Toyota,Land Cruiser Prado,"KSh 8,700,000","Nairobi, Nairobi Central, 45 min ago",2021,36000 km,Automatic,Black,Foreign Used,https://jiji.co.ke/nairobi-central/cars/toyota-land-cruiser-prado-2021-black-1Gbp4Hi5jQebx4VrdbgamWEo.html?page=64&pos=9&cur_pos=9&ads_per_page=20&ads_count=43929&lid=2s79lo_-2byBbhrm&indexPosition=1268
Toyota,Land Cruiser,"KSh 8,700,000","Nairobi, Parklands/Highridge, 1 hour ago",2017,,Manual,Pearl,Foreign Used,https://jiji.co.ke/parklands-highridge/cars/toyota-land-cruiser-2017-pearl-bzA3OSvQgBb6wqmY3zLxyCHg.html?page=64&pos=12&cur_pos=12&ads_per_page=20&ads_count=43929&lid=2s79lo_-2byBbhrm&indexPosition=1271
Land Rover,Range Rover Vogue,"KSh 8,700,000","Mombasa, Mombasa CBD, 37 min ago",2016,,Automatic,White,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/land-rover-range-rover-vogue-2016-white-8Sy2PKLkFy05Qjqtpq9FzOJX.html?page=64&pos=15&cur_pos=15&ads_per_page=20&ads_count=43929&lid=2s79lo_-2byBbhrm&indexPosition=1274
Toyota,Land Cruiser Prado,"KSh 8,699,999","Nairobi, Lavington, 51 min ago",2018,56135 km,Automatic,,Foreign Used,https://jiji.co.ke/lavington/cars/toyota-land-cruiser-prado-2-8-2018-black-iiVAMUrBBg6Y88Vr1VchLe40.html?page=64&pos=18&cur_pos=18&ads_per_page=20&ads_count=43929&lid=2s79lo_-2byBbhrm&indexPosition=1277
Land Rover,Range Rover Sport,"KSh 8,699,997","Nairobi, Nairobi Central, 43 min ago",2016,,Automatic,,Local Used,https://jiji.co.ke/nairobi-central/cars/land-rover-range-rover-sport-hse-td6-4x4-3-0l-6cyl-8a-2016-gray-uJIMJyKZxkyGfhYsZXRxpnTt.html?page=65&pos=1&cur_pos=1&ads_per_page=20&ads_count=43929&lid=2s79lo_-2byBbhrm&indexPosition=1280
Mercedes-Benz,GLE-Class,"KSh 8,650,000","Nairobi, Westlands, 1 hour ago",2017,,Automatic,White,Foreign Used,https://jiji.co.ke/westlands/cars/mercedes-benz-gle-class-2017-white-eY8kEwvidPuJCtdlwE9xURHM.html?page=65&pos=4&cur_pos=4&ads_per_page=20&ads_count=43929&lid=2s79lo_-2byBbhrm&indexPosition=1283
Mercedes-Benz,GLE-Class,"KSh 8,650,000","Nairobi, Kilimani, 52 min ago",2018,,Automatic,,Foreign Used,https://jiji.co.ke/kilimani/cars/mercedes-benz-gle-class-gle-350d-4matic-2018-white-cowwvDfvNAdE7TQSZZod7ygn.html?page=65&pos=7&cur_pos=7&ads_per_page=20&ads_count=43929&lid=2s79lo_-2byBbhrm&indexPosition=1286
Toyota,Land Cruiser,"KSh 8,650,000","Nairobi, Kilimani, 20/05",2015,38000 km,Automatic,,Foreign Used,https://jiji.co.ke/kilimani/cars/toyota-land-cruiser-4-6-v8-zx-2015-black-wwxu4sB2NP0b6gTR744VnTwg.html?page=65&pos=10&cur_pos=10&ads_per_page=20&ads_count=43929&lid=2s79lo_-2byBbhrm&indexPosition=1289
Toyota,Land Cruiser Prado,"KSh 8,600,000","Nairobi, Westlands, 1 hour ago",2017,,Automatic,,Foreign Used,https://jiji.co.ke/westlands/cars/toyota-land-cruiser-prado-2-8-2017-white-f0lEFnZClu4t8XdWWiDR3J8M.html?page=65&pos=13&cur_pos=13&ads_per_page=20&ads_count=43929&lid=2s79lo_-2byBbhrm&indexPosition=1292
Mercedes-Benz,GLE-Class,"KSh 8,600,000","Nairobi, Lavington, 1 hour ago",2017,67000 km,Automatic,,Foreign Used,https://jiji.co.ke/lavington/cars/mercedes-benz-gle-class-amg-gle-43-4matic-2017-black-hKOTE9VLt84UUgik8mjdRDuq.html?page=65&pos=16&cur_pos=16&ads_per_page=20&ads_count=43929&lid=2s79lo_-2byBbhrm&indexPosition=1295
Toyota,Land Cruiser Prado,"KSh 8,600,000","Mombasa, Mombasa CBD, 47 min ago",2019,,Automatic,,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/toyota-land-cruiser-prado-2-8-2019-gray-wi0hV9pwy2QquoDXylBS9Co1.html?page=65&pos=19&cur_pos=19&ads_per_page=20&ads_count=43929&lid=2s79lo_-2byBbhrm&indexPosition=1298
Toyota,Land Cruiser,"KSh 8,600,000","Mombasa, Mombasa CBD, 48 min ago",2015,30000 km,Automatic,Black,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/toyota-land-cruiser-2015-black-45iEnXpgnLJtmqwzEW8ACCFd.html?page=66&pos=3&cur_pos=3&ads_per_page=20&ads_count=43929&lid=2s79lo_-2byBbhrm&indexPosition=1302
Toyota,Land Cruiser Prado,"KSh 8,600,000","Nairobi, Kilimani, 56 min ago",2020,27000 km,Automatic,,Foreign Used,https://jiji.co.ke/kilimani/cars/toyota-land-cruiser-prado-2-8-2020-black-6uDPpe0nucjpKxoBJ8igLmb1.html?page=66&pos=6&cur_pos=6&ads_per_page=20&ads_count=43929&lid=2s79lo_-2byBbhrm&indexPosition=1305
Land Rover,Range Rover Vogue,"KSh 8,600,000","Nairobi, Nairobi Central, 57 min ago",2013,,Automatic,Off white,Local Used,https://jiji.co.ke/nairobi-central/cars/land-rover-range-rover-vogue-2013-off-white-yWMegYeI7SGkZa15n2HW3VnG.html?page=66&pos=9&cur_pos=9&ads_per_page=20&ads_count=43929&lid=2s79lo_-2byBbhrm&indexPosition=1308
Ford,Ranger,"KSh 8,600,000","Nairobi, Kahawa West, 38 min ago",2020,39000 km,Automatic,,Foreign Used,https://jiji.co.ke/kahawa-west/cars/ford-ranger-2020-black-BegBsIYsWRf6W7J6N1cIr0PB.html?page=66&pos=12&cur_pos=12&ads_per_page=20&ads_count=43929&lid=2s79lo_-2byBbhrm&indexPosition=1311
Toyota,Land Cruiser Prado,"KSh 8,600,000","Nairobi, Ridgeways, 1 hour ago",2021,,Automatic,White,Foreign Used,https://jiji.co.ke/ridgeways/cars/toyota-land-cruiser-prado-2021-white-riWfSZI4amcnoCeKpuDzzLRj.html?page=66&pos=15&cur_pos=15&ads_per_page=20&ads_count=43929&lid=2s79lo_-2byBbhrm&indexPosition=1314
Land Rover,Range Rover Vogue,"KSh 8,600,000","Nairobi, Nairobi Central, 1 hour ago",2015,,Automatic,Teal,Local Used,https://jiji.co.ke/nairobi-central/cars/land-rover-range-rover-vogue-2015-teal-s2XR9WDkXi2JyD7EaAZSJfST.html?page=66&pos=18&cur_pos=18&ads_per_page=20&ads_count=43929&lid=2s79lo_-2byBbhrm&indexPosition=1317
Mercedes-Benz,GLE-Class,"KSh 8,550,000","Mombasa, Mombasa CBD, 35 min ago",2016,,Automatic,,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/mercedes-benz-gle-class-gle-350d-4matic-2016-black-ufxGl9BBrQwmQWVk6YPBDSGR.html?page=67&pos=2&cur_pos=2&ads_per_page=20&ads_count=43929&lid=2s79lo_-2byBbhrm&indexPosition=1321
Toyota,Land Cruiser Prado,"KSh 8,550,000","Nairobi, Kilimani, 1 hour ago",2020,51000 km,Automatic,Gray,Foreign Used,https://jiji.co.ke/kilimani/cars/toyota-land-cruiser-prado-2020-gray-zIkv4IYGQE9n3qIGqT5ovpk7.html?page=67&pos=5&cur_pos=5&ads_per_page=20&ads_count=43929&lid=2s79lo_-2byBbhrm&indexPosition=1324
Land Rover,Range Rover Sport,"KSh 8,549,999","Nairobi, Lavington, 1 hour ago",2017,90000 km,Automatic,,Foreign Used,https://jiji.co.ke/lavington/cars/land-rover-range-rover-sport-2017-blue-BegPw3XKvpFbQYczACPgft2x.html?page=67&pos=6&cur_pos=6&ads_per_page=20&ads_count=43929&lid=2s79lo_-2byBbhrm&indexPosition=1325
Mercedes-Benz,GLE-Class,"KSh 8,500,000","Nairobi, Ridgeways, 51 min ago",2017,,Automatic,,Foreign Used,https://jiji.co.ke/ridgeways/cars/mercedes-benz-gle-class-gle-350d-4matic-2017-white-BzFtpHN9mY9TuCiEogCNAgXA.html?page=67&pos=11&cur_pos=11&ads_per_page=20&ads_count=43929&lid=2s79lo_-2byBbhrm&indexPosition=1330
Toyota,Land Cruiser Prado,"KSh 8,500,000","Mombasa, Mombasa CBD, 1 hour ago",2019,14128 km,Automatic,Off white,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/toyota-land-cruiser-prado-2019-off-white-jSmwYsHOX8cI0TDbiU4NisO8.html?page=67&pos=14&cur_pos=14&ads_per_page=20&ads_count=43929&lid=2s79lo_-2byBbhrm&indexPosition=1333
Toyota,Land Cruiser Prado,"KSh 8,500,000","Mombasa, Mombasa CBD, 1 hour ago",2018,21091 km,Automatic,,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/toyota-land-cruiser-prado-2-8-2018-black-w4HZrPZ7Lyl5FYqlNFQFQf4s.html?page=67&pos=17&cur_pos=17&ads_per_page=20&ads_count=43929&lid=2s79lo_-2byBbhrm&indexPosition=1336
Mercedes-Benz,GL-Class,"KSh 8,500,000","Mombasa, Mombasa CBD, 42 min ago",2016,58000 km,Automatic,Black,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/mercedes-benz-gl-class-2016-black-xDz7d3n5kLo4KcayNxOAzGPb.html?page=67&pos=20&cur_pos=20&ads_per_page=20&ads_count=43929&lid=2s79lo_-2byBbhrm&indexPosition=1339
Mercedes-Benz,GLE-Class,"KSh 8,500,000","Mombasa, Mombasa CBD, 44 min ago",2016,,Automatic,,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/mercedes-benz-gle-class-gle-350d-4matic-2016-pearl-yXmR1Pwxydmovx9RuM96GkQT.html?page=68&pos=3&cur_pos=3&ads_per_page=20&ads_count=43929&lid=2s79lo_-2byBbhrm&indexPosition=1342
Mercedes-Benz,GLE-Class,"KSh 8,500,000","Mombasa, Mombasa CBD, 37 min ago",2018,64231 km,Automatic,,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/mercedes-benz-gle-class-gle-350d-4matic-2018-black-aFAmu4Ccbq4flmd1oo73hbP6.html?page=68&pos=6&cur_pos=6&ads_per_page=20&ads_count=43929&lid=2s79lo_-2byBbhrm&indexPosition=1345
Toyota,Land Cruiser Prado,"KSh 8,500,000","Mombasa, Mombasa CBD, 1 hour ago",2019,61000 km,Automatic,Beige,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/toyota-land-cruiser-prado-2019-beige-2slsT5XRpbga57jRs2p9ipUr.html?page=68&pos=9&cur_pos=9&ads_per_page=20&ads_count=43929&lid=2s79lo_-2byBbhrm&indexPosition=1348
Toyota,Land Cruiser Prado,"KSh 8,500,000","Mombasa, Mombasa CBD, 50 min ago",2019,56000 km,Automatic,Blue,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/toyota-land-cruiser-prado-2019-blue-5irMVihvUOaiKD0ue7gF66qn.html?page=68&pos=12&cur_pos=12&ads_per_page=20&ads_count=43929&lid=2s79lo_-2byBbhrm&indexPosition=1351
Toyota,Land Cruiser Prado,"KSh 8,500,000","Mombasa, Mombasa CBD, 33 min ago",2018,,Automatic,Other,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/toyota-land-cruiser-prado-2018-pvAsRlrxJyKUupjTPmFddfTN.html?page=68&pos=15&cur_pos=15&ads_per_page=20&ads_count=43929&lid=2s79lo_-2byBbhrm&indexPosition=1354
Toyota,Land Cruiser Prado,"KSh 8,500,000","Mombasa, Mombasa CBD, 51 min ago",2017,,Automatic,Silver,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/toyota-land-cruiser-prado-2017-silver-37Sulos8cc84u9MnFyN5CABY.html?page=68&pos=18&cur_pos=18&ads_per_page=20&ads_count=43929&lid=2s79lo_-2byBbhrm&indexPosition=1357
Toyota,Harrier,"KSh 8,500,000","Mombasa, Mombasa CBD, 1 hour ago",2020,,Automatic,,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/toyota-harrier-2-0-4wd-2020-gray-aiWmdue89yZWPS7b6g4BLsQ9.html?page=68&pos=20&cur_pos=20&ads_per_page=20&ads_count=43929&lid=2s79lo_-2byBbhrm&indexPosition=1359
Mercedes-Benz,GLE-Class,"KSh 8,500,000","Mombasa, Mombasa CBD, 57 min ago",2018,45000 km,Automatic,White,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/mercedes-benz-gle-class-2018-white-kZOaf9KpceFPUO6uBGdBSBZ4.html?page=69&pos=3&cur_pos=3&ads_per_page=20&ads_count=43929&lid=2s79lo_-2byBbhrm&indexPosition=1362
Toyota,Land Cruiser,"KSh 8,500,000","Mombasa, Mombasa CBD, 49 min ago",2016,,Automatic,White,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/toyota-land-cruiser-2016-white-aSvBjb9YvD2EkKoVCPIyAI73.html?page=69&pos=6&cur_pos=6&ads_per_page=20&ads_count=43929&lid=2s79lo_-2byBbhrm&indexPosition=1365
Mercedes-Benz,GLE-Class,"KSh 8,500,000","Nairobi, Kilimani, 1 hour ago",2017,56000 km,Automatic,Black,Foreign Used,https://jiji.co.ke/kilimani/cars/mercedes-benz-gle-class-2017-black-1ummxR1gb72lE67pdiIHEguD.html?page=69&pos=9&cur_pos=9&ads_per_page=20&ads_count=43929&lid=2s79lo_-2byBbhrm&indexPosition=1368
Toyota,Land Cruiser Prado,"KSh 8,500,000","Mombasa, Mombasa CBD, 53 min ago",2018,56000 km,Automatic,Matt Black,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/toyota-land-cruiser-prado-2018-matt-black-dGijSfelNW0EQLvPKEpJngpq.html?page=69&pos=12&cur_pos=12&ads_per_page=20&ads_count=43929&lid=2s79lo_-2byBbhrm&indexPosition=1371
Toyota,Land Cruiser Prado,"KSh 8,500,000","Nairobi, 30 min ago",2017,,Automatic,Black,Foreign Used,https://jiji.co.ke/nairobi/cars/toyota-land-cruiser-prado-2017-black-C4kNuuxY86DzG0svNbNBIeOW.html?page=69&pos=15&cur_pos=15&ads_per_page=20&ads_count=43929&lid=2s79lo_-2byBbhrm&indexPosition=1374
Land Rover,Range Rover Vogue,"KSh 8,500,000","Mombasa, Mombasa CBD, 40 min ago",2015,70850 km,Automatic,Off white,Local Used,https://jiji.co.ke/mombasa-cbd/cars/land-rover-range-rover-vogue-2015-off-white-5C4ht4EWsA3NaWzbtASQrWKf.html?page=69&pos=17&cur_pos=17&ads_per_page=20&ads_count=43929&lid=2s79lo_-2byBbhrm&indexPosition=1376
Toyota,Land Cruiser Prado,"KSh 8,500,000","Nairobi, Parklands/Highridge, 53 min ago",2018,70000 km,Automatic,,Foreign Used,https://jiji.co.ke/parklands-highridge/cars/toyota-land-cruiser-prado-2-8-2018-white-hkfj6qqODwfIwWAWselmAzHW.html?page=69&pos=20&cur_pos=20&ads_per_page=20&ads_count=43929&lid=2s79lo_-2byBbhrm&indexPosition=1379
Toyota,Land Cruiser,"KSh 8,500,000","Mombasa, Mombasa CBD, 1 hour ago",2015,40000 km,Automatic,Black,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/toyota-land-cruiser-2015-black-mfsZXjbrkT3CP8K4mpzEDRPf.html?page=70&pos=3&cur_pos=3&ads_per_page=20&ads_count=43929&lid=2s79lo_-2byBbhrm&indexPosition=1382
Mercedes-Benz,GLE-Class,"KSh 8,500,000","Mombasa, Mombasa CBD, 1 hour ago",2019,50000 km,Automatic,Matt Black,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/mercedes-benz-gle-class-2019-matt-black-uHFaacLShk9dbTiIMN3XDb0B.html?page=70&pos=6&cur_pos=6&ads_per_page=20&ads_count=43929&lid=2s79lo_-2byBbhrm&indexPosition=1385
Mercedes-Benz,GLS-Class,"KSh 8,500,000","Mombasa, Mombasa CBD, 32 min ago",2018,,Automatic,Blue,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/mercedes-benz-gls-class-2018-blue-hlQn1fuuwnmQzTzJZ5HDQTJp.html?page=70&pos=9&cur_pos=9&ads_per_page=20&ads_count=43929&lid=2s79lo_-2byBbhrm&indexPosition=1388
Toyota,Land Cruiser Prado,"KSh 8,500,000","Mombasa, Mombasa CBD, 1 hour ago",2018,14000 km,Automatic,,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/toyota-land-cruiser-prado-2-8-2018-white-tWubaec1MHLRMonHqpHBTqTU.html?page=70&pos=12&cur_pos=12&ads_per_page=20&ads_count=43929&lid=2s79lo_-2byBbhrm&indexPosition=1391
Mercedes-Benz,GLE-Class,"KSh 8,500,000","Mombasa, Mombasa CBD, 1 hour ago",2018,44000 km,Automatic,Pearl,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/mercedes-benz-gle-class-2018-pearl-pMmGNxqi7FdAyMDQqgwX8Ss0.html?page=70&pos=14&cur_pos=14&ads_per_page=20&ads_count=43929&lid=2s79lo_-2byBbhrm&indexPosition=1393
Mercedes-Benz,GLE-Class,"KSh 8,500,000","Nakuru, Nakuru Town West, 1 hour ago",2018,,Automatic,,Foreign Used,https://jiji.co.ke/nakuru-town-west/cars/mercedes-benz-gle-class-gle-350d-4matic-2018-silver-7Iv1oj4Jeb8aXwnnKBnxic6q.html?page=70&pos=17&cur_pos=17&ads_per_page=20&ads_count=43929&lid=2s79lo_-2byBbhrm&indexPosition=1396
Toyota,Land Cruiser,"KSh 8,500,000","Mombasa, Mombasa CBD, 33 min ago",2015,117000 km,Automatic,,Local Used,https://jiji.co.ke/mombasa-cbd/cars/toyota-land-cruiser-4-5-v8-vxr-2015-black-nC5Q90pfOYSNKZPL1Af0vxP5.html?page=70&pos=20&cur_pos=20&ads_per_page=20&ads_count=43929&lid=2s79lo_-2byBbhrm&indexPosition=1399
Mercedes-Benz,GLE-Class,"KSh 8,500,000","Mombasa, Tudor, 1 hour ago",2018,53071 km,Automatic,Blue,Foreign Used,https://jiji.co.ke/tudor/cars/mercedes-benz-gle-class-2018-blue-8FmN6WdE3LwzFpkPjLKdS0B3.html?page=71&pos=3&cur_pos=3&ads_per_page=20&ads_count=43929&lid=2s79lo_-2byBbhrm&indexPosition=1402
Mercedes-Benz,GLE-Class,"KSh 8,500,000","Mombasa, Mombasa CBD, 39 min ago",2017,,Automatic,,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/mercedes-benz-gle-class-gle-350d-4matic-2017-white-fs9G3MNtPMVyLE15flwGvmgu.html?page=71&pos=8&cur_pos=8&ads_per_page=20&ads_count=43929&lid=2s79lo_-2byBbhrm&indexPosition=1407
Porsche,Cayenne,"KSh 8,500,000","Mombasa, Mombasa CBD, 46 min ago",2018,,Automatic,White,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/porsche-cayenne-2018-white-wkvxxK9HwD9Ed4rlfLCdil9H.html?page=71&pos=11&cur_pos=11&ads_per_page=20&ads_count=43929&lid=2s79lo_-2byBbhrm&indexPosition=1410
Toyota,Land Cruiser Prado,"KSh 8,500,000","Nairobi, Kilimani, 1 hour ago",2016,,Automatic,,Foreign Used,https://jiji.co.ke/kilimani/cars/toyota-land-cruiser-prado-2-8-d-4d-2016-gold-5JKyKUmyspWvcWs3QLS4ombL.html?page=71&pos=14&cur_pos=14&ads_per_page=20&ads_count=43929&lid=2s79lo_-2byBbhrm&indexPosition=1413
Mercedes-Benz,GLE-Class,"KSh 8,500,000","Mombasa, Mombasa CBD, 1 hour ago",2017,,Automatic,,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/mercedes-benz-gle-class-gle-350d-4matic-2017-black-6v2uTC4huWO4ECrvoTMQVVHe.html?page=71&pos=19&cur_pos=19&ads_per_page=20&ads_count=43929&lid=2s79lo_-2byBbhrm&indexPosition=1418
Lexus,LX,"KSh 12,400,007","Nairobi, Nairobi Central, 41 min ago",2017,,Automatic,,Local Used,https://jiji.co.ke/nairobi-central/cars/lexus-lx-450d-awd-2017-gray-k7sPNjXSe978ePlJma4jkDUE.html?page=1&pos=2&cur_pos=2&ads_per_page=20&ads_count=43929&lid=2s79lo_-2byBbhrm&indexPosition=1
